"Carrera","Ciclo","Nro_Curos","Dispositivo_principal","Nro_dispositivos_dia","Modelo_dispositivo_principal","Marca_disp_principal","Horas_uso_dispo_dia","Nro_carga_dia","Satisfaccion","tipo_de_uso","Bateria_dispo_pricipal","Eficiencia_energetica","Consumo_energia_dia"
"Ingenieria Química",7,4,"Smart TV",2,"Laptop HP Pavilion 15-eg2520la","HP",7,2,3,"Estudios, Investigación",6500,2.15384615384615,13000
"Bioingenieria",3,5,"Laptop",2,"Samsung A54","Samsung",5,1,3,"Estudios, Entretenimiento",5000,1,5000
"Ingenieria Ambiental",4,7,"Laptop",2,"Laptop HP 250 G9 15.6","HP",8,3,3,"Estudios, Entretenimiento",5500,4.36363636363636,16500
"Ingenieria Mecatrónica",4,7,"Laptop",4,"ThinkPad E16","Lenovo",6,2,4,"Estudios",6000,2,12000
"Ingenieria Civil",4,6,"Laptop",2,"Acer-A515-57-55MS","Acer",6,3,3,"Estudios",6500,2.76923076923077,19500
"Ingenieria Civil",4,6,"Laptop",3,"Victus by HP Laptop 16-d0xxx","HP",10,3,4,"Estudios",7000,4.28571428571429,21000
"Ciencias de la computación",7,5,"Laptop",3,"Macbook Pro 2020","Apple",6,2,4,"Estudios, Investigación, Entretenimiento, Otros",4781,2.50993516000837,9562
"Ingenieria Civil",4,6,"Laptop",3,"Lenovo Ideapad Gaming 3","Samsung",8,2,5,"Estudios",6500,2.46153846153846,13000
"Ingenieria Química",5,5,"Celular",2,"motorola XT2083-1","Motorola",8,2,5,"Estudios, Investigación, Entretenimiento",5000,3.2,10000
"Ingenieria Civil",4,7,"Laptop",3,"ThinkPad E16","Samsung",5,2,3,"Estudios, Investigación, Entretenimiento, Otros",7500,1.33333333333333,15000
"Bioingenieria",5,5,"Celular",2,"iPhone 11","Apple",5,2,5,"Estudios, Investigación, Entretenimiento",3046,3.28299409061064,6092
"Ingenieria Civil",4,4,"Celular",2,"ASUS Vivobook 15 - E1504FA-L1112W","Asus",6,1,3,"Estudios, Investigación, Entretenimiento",5000,1.2,5000
"Ingenieria Mecatrónica",3,6,"Laptop",2,"Asus TUF gaming F15","Samsung",10,1,5,"Estudios, Entretenimiento",5500,1.81818181818182,5500
"Ingenieria Industrial",2,6,"Laptop",2,"Laptop HP Pavilion 15-eg2520la","Apple",6,3,3,"Estudios, Entretenimiento",5500,3.27272727272727,16500
"Ingenieria de la Energía",2,5,"Laptop",3,"Lenovo thinkpad L14 4ta generación","Samsung",4,1,4,"Estudios, Investigación, Entretenimiento",6000,0.666666666666667,6000
"Ingenieria Civil",4,5,"Celular",2,"Acer Swift Go 14","Motorola",10,2,5,"Estudios, Investigación, Entretenimiento",7500,2.66666666666667,15000
"Ingenieria Química",6,5,"Laptop",2,"Lenovo IdeaPad Slim 3","Lenovo",7,5,2,"Estudios",5500,6.36363636363636,27500
"Ingenieria Química",5,4,"Laptop",3,"IdeaPad Slim 5i 14"" 8va Gen - Cloud Grey","Samsung",4,2,4,"Estudios, Entretenimiento",5500,1.45454545454545,11000
"Ingenieria Mecatrónica",2,6,"Celular",3,"Xiaomi redmi note 10 s","Xiaomi",3,1,5,"Estudios, Entretenimiento",5000,0.6,5000
"Bioingenieria",3,6,"Laptop",3,"Acer A315-24PT","Acer",10,3,4,"Estudios, Investigación, Entretenimiento, Otros",6500,4.61538461538461,19500
"Ingenieria Mecatrónica",1,7,"Otros",3,"Desktop HP Victus Gaming TG02-1001la","Apple",5,1,4,"Estudios, Investigación, Entretenimiento",7500,0.666666666666667,7500
"Ingenieria Mecatrónica",1,6,"Laptop",3,"Lenovo IDEAPAD GAMING 3","Lenovo",3,1,5,"Estudios, Investigación, Entretenimiento, Otros",6500,0.461538461538462,6500
"Ciencias de la computación",6,6,"Laptop",2,"LENOVO GAMER DESKTOP-AH3NI91","Xiaomi",10,2,3,"Estudios, Investigación, Entretenimiento",8500,2.35294117647059,17000
"Ingenieria Mecatrónica",1,7,"Celular",2,"Galaxy A13","Samsung",6,2,4,"Estudios, Investigación, Entretenimiento, Otros",5000,2.4,10000
"Ingenieria Química",5,5,"Laptop",2,"HP Laptop Pavilion x360 15-DQ0001LA","HP",10,5,3,"Estudios, Investigación, Entretenimiento",7500,6.66666666666667,37500
"Ciencias de la computación",10,3,"Laptop",3,"Legión Legión 5i 9gen corei5","Lenovo",10,2,5,"Otros",9500,2.10526315789474,19000
"Ingenieria Civil",10,2,"Laptop",3,"Dell Inspiron 3520 core i5","DELL",7,2,4,"Estudios, Investigación, Entretenimiento",8500,1.64705882352941,17000
"Ingenieria Química",10,7,"Laptop",2,"MSI Modern 14 B11SBL","Xiaomi",8,3,3,"Estudios, Investigación, Entretenimiento",7500,3.2,22500
"Ciencias de la computación",8,4,"Laptop",4,"Samsung A12","Samsung",6,1,4,"Estudios, Investigación, Entretenimiento",5000,1.2,5000
"Ingenieria Civil",6,6,"Laptop",3,"HP pavilion gaming 15-ec2501la","Samsung",10,5,5,"Estudios, Investigación, Entretenimiento",5500,9.09090909090909,27500
"Bioingenieria",5,6,"Celular",3,"Iphone xr","Apple",5,1,3,"Estudios, Entretenimiento",2942,1.69952413324269,2942
"Ingenieria Mecatrónica",3,6,"Celular",2,"SM-A325M","Samsung",4,1,5,"Estudios, Entretenimiento",5000,0.8,5000
"Ciencias de la computación",10,4,"Laptop",2,"HP 15-dw1xxx","HP",8,2,4,"Estudios, Entretenimiento",8000,2,16000
"Ingenieria Ambiental",3,7,"Tablet",3,"Samsung s7 tab","Samsung",10,7,2,"Estudios, Investigación, Entretenimiento, Otros",8000,8.75,56000
"Ingenieria Ambiental",3,6,"Laptop",3,"HP Pavilion 18-eg2520la","Realme",5,1,5,"Estudios, Investigación, Entretenimiento",7500,0.666666666666667,7500
"Ingenieria Mecánica",3,5,"Laptop",2,"DELL core i7 1255U","DELL",8,5,3,"Estudios, Investigación, Entretenimiento, Otros",8500,4.70588235294118,42500
"Ingenieria Ambiental",3,6,"Laptop",4,"Dell P172G","DELL",5,1,5,"Estudios",7500,0.666666666666667,7500
"Ingenieria Civil",4,6,"Tablet",3,"S21 FE","Samsung",5,1,4,"Estudios",4500,1.11111111111111,4500
"Ingenieria Civil",4,5,"Tablet",3,"iPad Air 5a generación","Apple",8,3,4,"Estudios, Investigación",8827,2.7189305539821,26481
"Ingenieria Civil",4,6,"Laptop",2,"Laptop HP Pavilion 15-eg2504la","HP",2,2,3,"Estudios",8500,0.470588235294118,17000
"Ingenieria Civil",4,6,"Laptop",3,"Asus Tuf gaming","Asus",4,5,3,"Estudios, Investigación, Entretenimiento",7500,2.66666666666667,37500
"Ingenieria Civil",3,6,"Celular",2,"iPhone 12","Apple",6,1,4,"Estudios, Investigación, Entretenimiento",2815,2.13143872113677,2815
"Ingenieria Ambiental",3,6,"Celular",2,"Samsung Galaxy A14","Samsung",6,2,4,"Estudios, Entretenimiento",5000,2.4,10000
"Ingenieria Mecatrónica",3,6,"Laptop",2,"Asus F-15","Asus",8,1,3,"Estudios, Investigación, Entretenimiento",6500,1.23076923076923,6500
"Ingenieria Electrónica",3,5,"Laptop",2,"Laptop Gamer Lenovo Legion 5i de 15.6""","DELL",6,3,4,"Estudios, Investigación, Entretenimiento",7500,2.4,22500
"Bioingenieria",3,6,"Tablet",3,"Samsung tab s9","Samsung",5,1,3,"Estudios",8400,0.595238095238095,8400
"Ingenieria Mecánica",2,4,"Tablet",3,"Iphone 13 pro","Apple",6,2,4,"Estudios, Investigación, Entretenimiento, Otros",3095,3.87722132471729,6190
"Bioingenieria",3,4,"Laptop",2,"Hp victus 11","HP",12,3,4,"Estudios, Entretenimiento",9000,4,27000
"Ingenieria Mecatrónica",3,6,"Laptop",2,"HP Pavilion 15-eg2520la","HP",5,2,1,"Estudios, Investigación, Entretenimiento",8500,1.17647058823529,17000
"Bioingenieria",3,5,"Tablet",3,"ipad 9 generación","Apple",4,1,5,"Estudios, Entretenimiento",8557,0.467453546803786,8557
"Ingenieria Mecánica",1,7,"Celular",2,"iPhone 14","Apple",5,2,3,"Estudios, Entretenimiento",3279,3.04971027752364,6558
"Ingenieria Industrial",1,7,"Laptop",3,"Samsung a23","Samsung",4,2,4,"Estudios, Investigación, Entretenimiento",5000,1.6,10000
"Ciencias de la computación",4,5,"Laptop",3,"Lenovo IdeaPad 3 Gaming","Lenovo",10,5,4,"Estudios, Investigación, Entretenimiento",5000,10,25000
"Ingenieria Industrial",3,7,"Laptop",2,"HP Pavilion 15-EC2501la","HP",4,2,3,"Estudios",4375,1.82857142857143,8750
"Ingenieria Química",7,5,"Laptop",3,"Chuwi HEROBOOK PRO","Chuwi",4,1,2,"Estudios, Entretenimiento",3167,1.26302494474266,3167
"Ingenieria Civil",1,7,"Celular",2,"Galaxy S10","Samsung",12,2,3,"Estudios, Entretenimiento",4000,6,8000
"Ingenieria Civil",1,7,"Celular",2,"HP Pavilion 15-eg2520la","HP",3,2,4,"Estudios",4200,1.42857142857143,8400
"Ingenieria Civil",1,7,"Laptop",2,"Ideapad 3 gaming","Lenovo",4,1,4,"Estudios, Investigación",5000,0.8,5000
"Ingenieria Civil",1,7,"Laptop",2,"iPhone 8","Apple",4,3,4,"Estudios, Investigación, Entretenimiento",1821,6.58978583196046,5463
"Ingenieria Civil",1,7,"Celular",2,"Redmi 7","Xiaomi",5,2,2,"Estudios, Investigación, Entretenimiento",4000,2.5,8000
"Ingenieria Mecatrónica",6,4,"Tablet",3,"Moto edge 40","Motorola",3,1,5,"Estudios",4400,0.681818181818182,4400
"Bioingenieria",5,6,"Tablet",3,"Samsung Galaxy TAB S8+","Samsung",8,1,5,"Estudios, Entretenimiento",10090,0.792864222001982,10090
"Ciencias de la computación",1,6,"Celular",3,"Y21s","Vivo",6,1,5,"Estudios, Entretenimiento",5000,1.2,5000
"Bioingenieria",4,6,"Celular",2,"Motorola G22","Motorola",6,1,5,"Estudios, Investigación, Entretenimiento",5000,1.2,5000
"Ingenieria Industrial",4,5,"Tablet",3,"SAMSUNG TAB S9 FE","Samsung",5,1,5,"Estudios, Investigación, Entretenimiento",8000,0.625,8000
"Ingenieria Química",2,6,"Laptop",3,"tab s6 lite 2021","Samsung",5,2,4,"Estudios, Investigación, Entretenimiento",7040,1.42045454545455,14080
"Ingenieria Química",2,6,"Celular",3,"A24","Samsung",7,2,4,"Estudios, Entretenimiento",5000,2.8,10000
"Ingenieria Química",6,6,"Celular",2,"iPhone XR","Apple",3,2,3,"Estudios, Entretenimiento",2942,2.03942895989123,5884
"Ingenieria Química",7,4,"Laptop",3,"iPhone 8","Apple",5,2,1,"Entretenimiento",1821,5.49148819330038,3642
"Bioingenieria",2,7,"Laptop",2,"Laptop Acer Aspire 5 corei7","Acer",8,3,4,"Estudios",7500,3.2,22500
"Bioingenieria",10,5,"Laptop",2,"Ideapad Gaming Lenovo 3","Lenovo",4,1,5,"Estudios, Investigación, Entretenimiento, Otros",7500,0.533333333333333,7500
"Ingenieria Ambiental",5,4,"Celular",4,"Pixel 7 Pro","Google",8,1,5,"Estudios, Entretenimiento",5000,1.6,5000
"Ciencia de Datos",3,6,"Laptop",4,"Laptop HP 15-fc0000la","HP",4,3,3,"Estudios, Investigación",8500,1.41176470588235,25500
"Ingenieria Mecánica",3,5,"Celular",2,"Samsung A34","Samsung",5,2,4,"Estudios",5000,2,10000
"Bioingenieria",3,5,"Laptop",3,"90NB12U1-M002X0-","Asus",8,3,4,"Estudios, Investigación, Entretenimiento",9000,2.66666666666667,27000
"Ingenieria Civil",4,7,"Laptop",2,"Asus-90NR08A5-M004J0","Asus",6,3,4,"Estudios",8500,2.11764705882353,25500
"Ingenieria Civil",4,7,"Laptop",3,"HP victus 15","HP",5,4,3,"Estudios, Investigación, Entretenimiento",8500,2.35294117647059,34000
"Ciencia de Datos",3,6,"Laptop",2,"Macbook 14 Pro M2 Pro","Apple",6,1,5,"Estudios, Investigación, Entretenimiento",6000,1,6000
"Ingenieria Mecánica",4,7,"Laptop",3,"Lenovo Ideapad Gaming 3","Xiaomi",3,2,5,"Estudios, Investigación, Entretenimiento",7500,0.8,15000
"Ingenieria Industrial",2,6,"Celular",3,"A20","Samsung",4,1,5,"Estudios, Entretenimiento",4000,1,4000
"Ingenieria de la Energía",3,5,"Laptop",2,"Asus tuf dash F15","Asus",8,3,3,"Estudios",8500,2.82352941176471,25500
"Ingenieria Industrial",2,5,"Celular",3,"Poco X4","Xiaomi",3,1,5,"Investigación, Entretenimiento",5000,0.6,5000
"Ciencia de Datos",3,6,"Laptop",3,"Lenovo Thinkpad E14 ryzen3","Lenovo",4,2,4,"Estudios",8000,1,16000
"Ingenieria de la Energía",3,5,"Celular",3,"Samsung A53","Samsung",6,2,4,"Estudios, Entretenimiento",5000,2.4,10000
"Ingenieria Electrónica",7,5,"Tablet",2,"iPad generación 9","Apple",12,3,3,"Estudios",8557,4.20708192123408,25671
"Bioingenieria",2,7,"Laptop",4,"Vivobook 15x Intel Core I5","Asus",5,2,4,"Estudios",9000,1.11111111111111,18000
"Ingenieria Química",9,5,"Laptop",2,"Lenovo Loq 15.6 modelo 82XV00T8LM","Lenovo",10,2,5,"Estudios",10500,1.9047619047619,21000
"Ingenieria Mecánica",4,7,"Tablet",2,"Sam s7fe","Samsung",7,2,5,"Estudios, Entretenimiento",10090,1.38751238850347,20180
"Ingenieria Mecatrónica",3,5,"Laptop",3,"Laptop Gamer MSI Sword 15","MSI",3,1,3,"Estudios, Investigación",5500,0.545454545454545,5500
"Ingenieria Mecatrónica",7,4,"Laptop",3,"Victus 16","HP",5,2,4,"Estudios, Investigación",6500,1.53846153846154,13000
"Ingenieria Civil",6,6,"Smart TV",3,"HP Pavilion 15-eg2520la","DELL",12,6,3,"Estudios, Investigación, Entretenimiento",6500,11.0769230769231,39000
"Ingenieria Mecatrónica",5,6,"Laptop",3,"Hp gamer 15-FB0128LA","HP",6,3,4,"Estudios, Investigación",5000,3.6,15000
"Ingenieria Electrónica",8,4,"Laptop",3,"rog strix G15 G513RC-HN097W","Asus",7,3,4,"Estudios, Entretenimiento",7500,2.8,22500
"Ingenieria Mecánica",4,6,"Laptop",2,"ASUS tuf","Apple",5,3,2,"Estudios, Investigación",8500,1.76470588235294,25500
"Ingenieria Química",7,6,"Laptop",2,"Xiaomi 11T Pro","Xiaomi",6,2,4,"Entretenimiento",5000,2.4,10000
"Ciencias de la computación",5,5,"Tablet",2,"Galaxy Tab s8","Samsung",4,2,5,"Estudios, Entretenimiento",8000,1,16000
"Ingenieria Mecatrónica",6,4,"Laptop",2,"asus tuf gaming f15","Asus",4,1,3,"Estudios, Investigación, Entretenimiento",6500,0.615384615384615,6500
"Ingenieria Civil",6,8,"Celular",3,"Tab S9 FE+","Samsung",4,1,4,"Estudios, Investigación, Entretenimiento",10090,0.396432111000991,10090
"Ingenieria Industrial",7,6,"Laptop",5,"HP victus 15","HP",8,5,5,"Estudios, Investigación, Entretenimiento",8500,4.70588235294118,42500
"Ingenieria Mecatrónica",3,3,"Celular",2,"iPhone 12","Apple",5,2,5,"Estudios, Investigación, Entretenimiento",2815,3.55239786856128,5630
"Ingenieria Civil",4,5,"Laptop",3,"Lenovo Yoga Slim 7 Pro","Lenovo",6,2,4,"Estudios, Investigación",9150,1.31147540983607,18300
"Ingenieria Civil",4,5,"Laptop",3,"iPhone 13","Apple",6,3,4,"Estudios, Entretenimiento",3240,5.55555555555556,9720
"Bioingenieria",4,7,"Laptop",2,"Motorola g22","Motorola",7,3,3,"Estudios, Otros",5000,4.2,15000
"Bioingenieria",2,7,"Laptop",2,"LAPTOP-HS15GL22","HP",5,3,4,"Estudios, Investigación, Entretenimiento",5780,2.59515570934256,17340
"Ingenieria Mecatrónica",4,7,"Tablet",3,"Matepad 11","Huawei",4.5,2,5,"Estudios",7150,1.25874125874126,14300
"Ingenieria Mecánica",2,5,"Celular",2,"Moto g9","Motorola",6,2,4,"Estudios",5000,2.4,10000
"Ingenieria Civil",4,7,"Tablet",4,"s6 lite","Samsung",9,3,4,"Estudios, Investigación, Entretenimiento",7040,3.83522727272727,21120
"Ciencias de la computación",6,6,"Laptop",2,"ASUS VivoBook go 15","Asus",5,2,5,"Estudios, Entretenimiento",7500,1.33333333333333,15000
"Bioingenieria",2,5,"Laptop",4,"Vivobook 15x","Asus",7,4,3,"Estudios, Investigación, Entretenimiento",3500,8,14000
"Ingenieria Industrial",6,6,"Celular",2,"Oppo A58","OPPO",5,3,4,"Estudios, Investigación",5000,3,15000
"Ingenieria Civil",4,6,"Laptop",2,"Samsung s23","Samsung",5,1,5,"Estudios, Entretenimiento",3900,1.28205128205128,3900
"Ingenieria Civil",4,5,"Celular",2,"Iphone Xs Max","Apple",8,3,4,"Estudios, Entretenimiento",3174,7.56143667296786,9522
"Ingenieria Civil",4,7,"Laptop",2,"Laptop HP Pavilion 15-eh1509la","Samsung",9,2,4,"Estudios",6150,2.92682926829268,12300
"Ingenieria Civil",4,6,"Laptop",2,"Hp Pavilion 14","Samsung",2.5,3,3,"Estudios, Investigación, Otros",6450,1.16279069767442,19350
"Ingenieria Química",1,7,"Celular",2,"Samsung galaxy A30","Samsung",3,2,4,"Estudios, Entretenimiento",4000,1.5,8000
"Ciencias de la computación",4,6,"Laptop",2,"Laptop HP 15-fc0000la","HP",8,6,3,"Estudios",14000,3.42857142857143,84000
"Ciencia de Datos",5,5,"Laptop",3,"Lenovo IdeaPad, 3","Apple",7,2,4,"Estudios, Entretenimiento",7050,1.98581560283688,14100
"Ingenieria Civil",6,7,"Laptop",3,"Laptop HP 15-fd0008la","HP",2.5,4,5,"Estudios",14000,0.714285714285714,56000
"Ingenieria Electrónica",7,6,"Laptop",2,"Asus S510U","Asus",7,3,2,"Estudios, Investigación, Entretenimiento",6300,3.33333333333333,18900
"Ciencias de la computación",4,5,"Laptop",3,"Samsung A32","Samsung",3,2,3,"Estudios, Entretenimiento",5000,1.2,10000
"Ingenieria Mecánica",4,8,"Celular",1,"Laptop HP 15-fc0006la","Apple",2.9,2,4,"Investigación",14000,0.414285714285714,28000
"Sistemas de Información",1,6,"Tablet",3,"Mac air 5","Apple",4,2,5,"Estudios, Investigación, Entretenimiento",2500,3.2,5000
"Ingenieria Mecatrónica",8,4,"Laptop",2,"Lenovo Ideapad 3","Lenovo",5,5,2,"Estudios, Entretenimiento",6750,3.7037037037037,33750
"Ingenieria Mecánica",8,7,"Laptop",3,"Dell G16-7620","DELL",5,3,3,"Estudios, Investigación, Entretenimiento",7100,2.11267605633803,21300
"Ingenieria Civil",4,6,"Celular",2,"Asus tuf FA507NV-LP053W","Xiaomi",10,3,5,"Estudios",7000,4.28571428571429,21000
"Ingenieria Industrial",6,6,"Tablet",4,"Tab S7","Samsung",6,2,4,"Estudios, Investigación",8000,1.5,16000
"Ingenieria Mecatrónica",3,6,"Celular",2,"iPhone 15 pro Max","Apple",9,1,4,"Estudios, Investigación, Entretenimiento, Otros",4441,2.02657059220896,4441
"Ingenieria Mecatrónica",4,8,"Celular",3,"HP victus 15 - fb0128la","HP",8,3,5,"Estudios",14000,1.71428571428571,42000
"Ingenieria Civil",6,8,"Laptop",2,"HP 15-da0143ns","Xiaomi",3,2,5,"Estudios, Investigación",6150,0.975609756097561,12300
"Ciencias de la computación",7,5,"Laptop",5,"MacBook Pro 2021","Apple",7,1,5,"Estudios, Entretenimiento",5000,1.4,5000
"Ciencias de la computación",7,4,"Celular",4,"iPhone 14 Pro Max","Apple",9,2,4,"Estudios, Entretenimiento",4323,4.16377515614157,8646
"Ingenieria Mecánica",3,7,"Celular",2,"Samsung a52s","Samsung",7,3,3,"Estudios, Investigación, Entretenimiento",4500,4.66666666666667,13500
"Ingenieria Mecatrónica",1,7,"Celular",2,"Samsung A35","Samsung",3,1,4,"Entretenimiento",5000,0.6,5000
"Ingenieria Mecatrónica",1,7,"Laptop",3,"HP laptop Victus15-fb0128la","Samsung",10,2,4,"Estudios, Entretenimiento",14000,1.42857142857143,28000
"Ingenieria Mecatrónica",1,7,"Celular",2,"HP laptop Victus15-fb0128la","Xiaomi",13.5,3,4,"Estudios, Investigación, Entretenimiento, Otros",14000,2.89285714285714,42000
"Ciencias de la computación",1,7,"Celular",3,"Samsung A54","Samsung",3,2,4,"Estudios, Investigación, Entretenimiento",5000,1.2,10000
"Ingenieria Química",1,6,"Tablet",3,"Galaxy Tab S9 FE","Samsung",6,1,3,"Estudios, Entretenimiento",8000,0.75,8000
"Ingenieria Química",8,5,"Tablet",4,"Samsung galaxy tab s8","Google",6,1,3,"Estudios, Investigación, Entretenimiento",8000,0.75,8000
"Ingenieria Civil",5,5,"Tablet",3,"Samsung tab s7 FE","Samsung",8,3,3,"Estudios, Investigación",10090,2.37859266600595,30270
"Ingenieria Civil",7,6,"Laptop",2,"HP model15-dw2033la","Motorola",5,3,1,"Estudios, Investigación",6150,2.4390243902439,18450
"Ingenieria Civil",5,4,"Laptop",3,"HP model rtl8723DE","Apple",6,2,1,"Estudios, Investigación, Entretenimiento",6150,1.95121951219512,12300
"Ingenieria Ambiental",5,5,"Laptop",2,"Acer Nitro 5 AN515-58-59L1","Acer",5,5,4,"Estudios",11400,2.19298245614035,57000
"Ciencias de la computación",5,5,"Laptop",3,"Lenovo 21HL000YLM","Lenovo",8,3,5,"Estudios",7166,3.349148758024,21498
"Ingenieria Química",6,4,"Laptop",3,"HP Pavilion 15-eg2520la","HP",4.5,2,4,"Estudios, Investigación, Entretenimiento",3416,2.63466042154567,6832
"Ingenieria Civil",5,3,"Celular",3,"Lenovo Legión 5i","Apple",3,2,4,"Estudios, Investigación, Otros",5405,1.11008325624422,10810
"Ingenieria Ambiental",4,6,"Celular",3,"Redmi Note 12","Xiaomi",10,2,5,"Estudios, Investigación, Entretenimiento",5000,4,10000
"Ingenieria Mecatrónica",3,7,"Audifonos",9,"JBL-TUNE510BT","JBL",7,1,5,"Estudios, Entretenimiento",450,15.5555555555556,450
"Ingenieria Mecatrónica",4,6,"Audifonos",2,"ZVX","KZ",9.4,1,5,"Estudios, Investigación",200,47,200
"Ingenieria Electrónica",3,5,"Audifonos",4,"WF-C700N","SONY",3,1,5,"Estudios, Entretenimiento",250,12,250
"Ingenieria de la Energía",3,6,"Celular",4,"IPHONE 14 PLUS","Apple",3,1,5,"Estudios, Entretenimiento, Otros",4325,0.69364161849711,4325
"Bioingenieria",10,8,"Celular",7,"S24 ULTRA","Samsung",7,2,5,"Entretenimiento",4855,2.88362512873326,9710
"Ingenieria Mecánica",2,7,"Celular",4,"IPHONE 14 PRO","Apple",3,1,4,"Estudios, Entretenimiento",3200,0.9375,3200
"Ingenieria Civil",3,6,"Celular",2,"IPHONE 11","Apple",6,2,4,"Estudios, Entretenimiento",3110,3.85852090032154,6220
"Ingenieria Mecánica",7,6,"Celular",3,"IPHONE XR","Apple",8,7,3,"Estudios, Entretenimiento",2942,19.0346702923182,20594
"Ingenieria Mecánica",7,5,"Celular",3,"IPHONE 13","Apple",3.3,2,4,"Estudios, Entretenimiento",3227,2.0452432599938,6454
"Ingenieria Mecánica",7,3,"Celular",3,"IPHONE 14 PRO","Apple",5,2,4,"Estudios, Otros",3200,3.125,6400
"Ingenieria Mecánica",7,7,"Celular",4,"IPHONE 14 PRO MAX","Apple",8,4,4,"Estudios, Entretenimiento",4323,7.40226694425168,17292
"Ingenieria Ambiental",7,7,"Celular",3,"IPHONE 12 MINI","Apple",7,2,3,"Estudios, Investigación, Entretenimiento",2227,6.28648405927256,4454
"Ingenieria Mecatrónica",8,3,"Celular",3,"IPHONE 15","Apple",5,1,4,"Estudios, Entretenimiento",3349,1.49298297999403,3349
"Ingenieria Industrial",6,6,"Celular",3,"IPHONE 14 PLUS","Apple",5.5,1,5,"Estudios, Entretenimiento",4325,1.27167630057803,4325
"Bioingenieria",3,6,"Celular",4,"IPHONE 7 PLUS","Apple",5,2,4,"Estudios, Entretenimiento",3850,2.5974025974026,7700
"Ingenieria Electrónica",3,7,"Celular",3,"IPHONE 11 PRO MAX","Apple",5,1,5,"Estudios, Entretenimiento",3969,1.25976316452507,3969
"Ingenieria Química",3,7,"Celular",2,"IPHONE 11","Apple",8,2,3,"Estudios, Investigación, Entretenimiento",3046,5.25279054497702,6092
"Ingenieria Electrónica",3,6,"Celular",2,"IPHONE X","Apple",3,2,3,"Estudios",2716,2.20913107511046,5432
"Ciencias de la computación",3,5,"Celular",4,"IPHONE 8","Apple",4,3,3,"Estudios, Entretenimiento",1821,6.58978583196046,5463
"Ingenieria Mecánica",4,7,"Celular",1,"IPHONE 14","Apple",4,2,5,"Investigación",3279,2.43976822201891,6558
"Ingenieria Química",1,8,"Celular",2,"IPHONEXR","Apple",3.5,1,5,"Estudios, Entretenimiento",2716,1.28865979381443,2716
"Ciencia de Datos",4,5,"Celular",2,"IPHONE 14","Apple",5,3,5,"Entretenimiento",3279,4.57456541628545,9837
"Ciencias de la computación",5,5,"Celular",2,"IPHONE 14 PLUS","Apple",3,1,5,"Estudios",4325,0.69364161849711,4325
"Ciencias de la computación",7,3,"Celular",2,"IPHONE X PLUS","Apple",3,3,3,"Estudios, Entretenimiento",3174,2.83553875236295,9522
"Ingenieria Industrial",3,6,"Celular",4,"IPHONE 14","Apple",7,2,3,"Estudios, Investigación, Entretenimiento",3279,4.26959438853309,6558
"Bioingenieria",9,5,"Celular",3,"IPHONE 15 PRO","Apple",6,1,5,"Estudios, Entretenimiento",3274,1.83262064752596,3274
"Bioingenieria",7,5,"Celular",2,"IPHONE 13","Apple",8,2,2,"Estudios, Entretenimiento",3227,4.95816547877285,6454
"Ciencias de la computación",3,6,"Celular",3,"PIXEL 6 PRO","Google",4.5,1,4,"Estudios, Investigación, Entretenimiento",4000,1.125,4000
"Ingenieria Ambiental",5,4,"Celular",2,"X8A","Honor",5,2,4,"Estudios, Investigación",4500,2.22222222222222,9000
"Ingenieria Civil",3,5,"Celular",3,"MAGIC 5 LITE","Honor",8,1,5,"Estudios, Entretenimiento",5100,1.56862745098039,5100
"Ingenieria Electrónica",3,6,"Celular",2,"70","Honor",5,1,5,"Entretenimiento",4800,1.04166666666667,4800
"Ingenieria de la Energía",10,4,"Celular",2,"P 40 LITE","Huawei",5,1,4,"Estudios, Entretenimiento",1650,3.03030303030303,1650
"Ciencias de la computación",5,5,"Celular",3,"P30","Huawei",5,1,4,"Estudios, Entretenimiento",3550,1.40845070422535,3550
"Bioingenieria",3,5,"Celular",2,"P30 PRO","Huawei",4,2,4,"Estudios, Entretenimiento",4200,1.9047619047619,8400
"Bioingenieria",3,5,"Celular",2,"P20 LITE","Huawei",5,3,2,"Estudios, Entretenimiento",3000,5,9000
"Ingenieria Mecatrónica",1,6,"Celular",2,"MOTO G POWER 2022","MOTOROLA",6,2,4,"Estudios, Investigación, Entretenimiento",5000,2.4,10000
"Ciencias de la computación",3,4,"Celular",3,"ONE FUSION","MOTOROLA",2,1,3,"Estudios, Investigación, Entretenimiento",5000,0.4,5000
"Ciencias de la computación",3,6,"Celular",2,"MOTO EDGE 40","MOTOROLA",2,1,4,"Estudios, Entretenimiento",4400,0.454545454545455,4400
"Ingenieria Química",6,5,"Celular",2,"G9 PLAY","MOTOROLA",7,2,5,"Estudios, Investigación, Entretenimiento",5000,2.8,10000
"Ingenieria Industrial",3,5,"Celular",2,"MOTO G(9) PLUS","MOTOROLA",6,1,5,"Estudios, Entretenimiento",5000,1.2,5000
"Ingenieria Química",7,4,"Celular",3,"MOTO S1","MOTOROLA",6,2,5,"Investigación, Entretenimiento",3000,4,6000
"Bioingenieria",3,4,"Celular",3,"MOTOG9","MOTOROLA",5,2,3,"Otros",6000,1.66666666666667,12000
"Ingenieria Civil",4,6,"Celular",2,"OPPO A57","OPPO",5,2,5,"Estudios",5000,2,10000
